img;x1;y1;x2;y2
00039.ppm;80;429;209;570
00039.ppm;57;498;110;554
00039.ppm;1083;695;1114;730
00039.ppm;1088;168;1115;193
00039.ppm;32;483;110;554
00039.ppm;18;66;133;177
00039.ppm;9;66;133;177
00039.ppm;1032;169;1117;261
00039.ppm;4;139;37;170
00039.ppm;1095;500;1143;549
00039.ppm;1;237;37;270
00039.ppm;1318;247;1355;288
00039.ppm;284;503;386;607
00039.ppm;953;474;973;497
00039.ppm;409;229;426;247
00039.ppm;409;214;439;247
00039.ppm;2;203;59;264
00039.ppm;604;475;666;538
00039.ppm;606;63;639;92
00039.ppm;172;494;198;517
00039.ppm;150;283;293;439
00039.ppm;678;466;735;523
00039.ppm;678;466;736;523
00039.ppm;37;530;79;578
00039.ppm;366;403;419;461
00039.ppm;1190;206;1311;341
00039.ppm;684;517;720;550
00039.ppm;684;517;724;558
00039.ppm;426;473;456;502
00039.ppm;1025;68;1118;168
00039.ppm;2;139;37;173
00039.ppm;660;234;752;329
00039.ppm;807;1;869;60
00039.ppm;782;3;934;175
00039.ppm;1321;508;1357;547
00039.ppm;2;172;37;203
00039.ppm;511;4;552;41
00039.ppm;1222;3;1281;60
00039.ppm;782;2;934;175
00039.ppm;1232;101;1274;143
00039.ppm;409;214;440;247
00039.ppm;741;506;792;559
00039.ppm;741;503;792;559
00039.ppm;1127;429;1260;561
00039.ppm;741;503;792;560
00039.ppm;1127;429;1275;561
00039.ppm;3;484;37;515
00039.ppm;1062;710;1116;769
00039.ppm;587;93;641;140
00039.ppm;2;172;37;208
00039.ppm;298;319;338;354
00039.ppm;949;188;1001;237
00039.ppm;816;467;924;585
00039.ppm;335;582;355;600
00039.ppm;1203;2;1357;161
00039.ppm;1236;495;1270;526
00039.ppm;1236;495;1271;526
00039.ppm;938;188;1001;246
00039.ppm;1199;447;1222;470
00039.ppm;650;416;676;444
00039.ppm;650;416;677;444
00039.ppm;14;491;80;551
00039.ppm;650;415;677;444
00039.ppm;975;311;1073;416
